0.122649   0.169918   
0.729649   0.331166   
0.477115   0.571835   
0.705029   0.0860072   
0.656019   0.905484   
0.371496   0.836567   
0.776048   0.0211376   
0.168325   0.572439   
0.279233   0.545858   
0.0173017   0.583179   
0.0646429   0.754654   
0.233157   0.193293   
0.493226   0.756047   
0.479138   0.49426   
0.257893   0.239268   
0.471797   0.584917   
0.616809   0.580468   
0.0839539   0.159259   
0.931865   0.754052   
0.501858   0.024284   
0.686006   0.369351   
0.651955   0.213852   
0.67838   0.0982145   
0.12096   0.680137   
0.577269   0.840005   
0.0527608   0.453507   
0.765764   0.970267   
0.22611   0.99461   
0.918855   0.939875   
0.813285   0.0179424   
0.133804   0.0534795   
0.713423   0.111777   
0.122649   0.169918   
0.729649   0.331166   
0.477115   0.571835   
0.705029   0.0860072   
0.656019   0.905484   
0.371496   0.836567   
0.776048   0.0211376   
0.168325   0.572439   
0.279233   0.545858   
0.0173017   0.583179   
0.0646429   0.754654   
0.233157   0.193293   
0.493226   0.756047   
0.479138   0.49426   
0.257893   0.239268   
0.471797   0.584917   
0.616809   0.580468   
0.0839539   0.159259   
0.931865   0.754052   
0.501858   0.024284   
0.686006   0.369351   
0.651955   0.213852   
0.67838   0.0982145   
0.12096   0.680137   
0.577269   0.840005   
0.0527608   0.453507   
0.765764   0.970267   
0.22611   0.99461   
0.918855   0.939875   
0.813285   0.0179424   
0.133804   0.0534795   
0.713423   0.111777   
0.122649   0.0956825   
0.752009   0.326173   
0.72608   0.873028   
0.055979   0.068504   
0.730023   0.145961   
0.311024   0.148032   
0.195464   0.314541   
0.741566   0.47234   
0.0268396   0.525485   
0.823199   0.243108   
0.19294   0.498651   
0.0202242   0.993464   
0.853126   0.0207764   
0.658214   0.0643878   
0.00309318   0.634639   
0.0319996   0.87106   
0.578595   0.832437   
0.626863   0.582263   
0.985952   0.0144833   
0.734325   0.555211   
0.932905   0.508375   
0.472968   0.288343   
0.192801   0.90733   
0.290953   0.467168   
0.342249   0.664473   
0.754454   0.0119531   
0.17272   0.995252   
0.451928   0.457502   
0.80803   0.352934   
0.117142   0.508184   
0.7927   0.649981   
0.855871   0.657317   
0.122649   0.169918   
0.729649   0.331166   
0.477115   0.571835   
0.705029   0.0860072   
0.656019   0.905484   
0.371496   0.836567   
0.776048   0.0211376   
0.168325   0.572439   
0.279233   0.545858   
0.0173017   0.583179   
0.0646429   0.754654   
0.233157   0.193293   
0.493226   0.756047   
0.479138   0.49426   
0.257893   0.239268   
0.471797   0.584917   
0.616809   0.580468   
0.0839539   0.159259   
0.931865   0.754052   
0.501858   0.024284   
0.686006   0.369351   
0.651955   0.213852   
0.67838   0.0982145   
0.12096   0.680137   
0.577269   0.840005   
0.0527608   0.453507   
0.765764   0.970267   
0.22611   0.99461   
0.918855   0.939875   
0.813285   0.0179424   
0.133804   0.0534795   
0.713423   0.111777   
0.122649   0.169918   
0.729649   0.331166   
0.477115   0.571835   
0.705029   0.0860072   
0.656019   0.905484   
0.371496   0.836567   
0.776048   0.0211376   
0.168325   0.572439   
0.279233   0.545858   
0.0173017   0.583179   
0.0646429   0.754654   
0.233157   0.193293   
0.493226   0.756047   
0.479138   0.49426   
0.257893   0.239268   
0.471797   0.584917   
0.616809   0.580468   
0.0839539   0.159259   
0.931865   0.754052   
0.501858   0.024284   
0.686006   0.369351   
0.651955   0.213852   
0.67838   0.0982145   
0.12096   0.680137   
0.577269   0.840005   
0.0527608   0.453507   
0.765764   0.970267   
0.22611   0.99461   
0.918855   0.939875   
0.813285   0.0179424   
0.133804   0.0534795   
0.713423   0.111777   
0.122649   0.169918   
0.729649   0.331166   
0.477115   0.571835   
0.705029   0.0860072   
0.656019   0.905484   
0.371496   0.836567   
0.776048   0.0211376   
0.168325   0.572439   
0.279233   0.545858   
0.0173017   0.583179   
0.0646429   0.754654   
0.233157   0.193293   
0.493226   0.756047   
0.479138   0.49426   
0.257893   0.239268   
0.471797   0.584917   
0.616809   0.580468   
0.0839539   0.159259   
0.931865   0.754052   
0.501858   0.024284   
